"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"yellow flexbuses at 2.0 with varying fixed bus sizes"
"03/31/2018 20:44:19:382 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"1","2","10","12","2","58","39.27777777777778","48.229729729729726","52.107142857142854","100485","317","11","1","7","3"
"2","2","10","60","2","64","41.857142857142854","52.74324324324324","58.056603773584904","80427","234","10","0","7","3"
"3","2","10","150","2","63","40.8","52.013513513513516","57.166666666666664","80420","234","10","0","7","3"
"1","2","10","12","2","59","39.27777777777778","48.986486486486484","53.107142857142854","100494","317","11","1","7","3"
"2","2","10","60","2","65","41.857142857142854","53.45945945945946","59.056603773584904","80434","234","10","0","7","3"
"3","2","10","150","2","64","41.857142857142854","52.74324324324324","58.056603773584904","80427","234","10","0","7","3"
"1","2","10","12","2","60","39.27777777777778","49.74324324324324","54.107142857142854","100503","342","11","1","7","3"
"2","2","10","60","2","66","41.857142857142854","54.17567567567568","60.056603773584904","80441","234","10","0","7","3"
"3","2","10","150","2","65","41.857142857142854","53.45945945945946","59.056603773584904","80434","234","10","0","7","3"
"1","2","10","12","2","61","39.27777777777778","50.5","55.107142857142854","100512","342","11","1","7","3"
"3","2","10","150","2","66","41.857142857142854","54.17567567567568","60.056603773584904","80441","234","10","0","7","3"
"2","2","10","60","2","67","41.857142857142854","54.891891891891895","61.056603773584904","80448","234","10","0","7","3"
"1","2","10","12","2","62","39.27777777777778","51.25675675675676","56.107142857142854","100521","342","11","1","7","3"
"3","2","10","150","2","67","41.857142857142854","54.891891891891895","61.056603773584904","80448","234","10","0","7","3"
"2","2","10","60","2","68","41.857142857142854","55.608108108108105","62.056603773584904","80455","234","10","0","7","3"
"1","2","10","12","2","63","40.8","52.013513513513516","57.166666666666664","100530","347","11","1","7","3"
"3","2","10","150","2","68","41.857142857142854","55.608108108108105","62.056603773584904","80455","234","10","0","7","3"
"2","2","10","60","2","69","41.857142857142854","56.32432432432432","63.056603773584904","80462","234","10","0","7","3"
"1","2","10","12","2","64","41.857142857142854","52.74324324324324","58.056603773584904","100539","347","11","1","7","3"
"3","2","10","150","2","69","41.857142857142854","56.32432432432432","63.056603773584904","80462","234","10","0","7","3"
"2","2","10","60","2","70","44","57.04054054054054","64.3","80469","252","10","0","7","3"
"1","2","10","12","2","65","41.857142857142854","53.45945945945946","59.056603773584904","100548","347","11","1","7","3"
"3","2","10","150","2","70","44","57.04054054054054","64.3","80469","262","10","0","7","3"
"2","2","10","60","2","71","45.42307692307692","57.71621621621622","65.375","80476","258","10","0","7","3"
"1","2","10","12","2","66","41.857142857142854","54.17567567567568","60.056603773584904","100557","347","11","1","7","3"
"3","2","10","150","2","71","45.42307692307692","57.71621621621622","65.375","80476","262","10","0","7","3"
"2","2","10","60","2","72","45.42307692307692","58.36486486486486","66.375","80483","258","10","0","7","3"
"1","2","10","12","2","67","41.857142857142854","54.891891891891895","61.056603773584904","100566","347","11","1","7","3"
"3","2","10","150","2","72","45.42307692307692","58.36486486486486","66.375","80483","262","10","0","7","3"
"2","2","10","60","2","73","45.42307692307692","59.013513513513516","67.375","80490","258","10","0","7","3"
"3","2","10","150","2","73","45.42307692307692","59.013513513513516","67.375","80490","262","10","0","7","3"
"1","2","10","12","2","68","41.857142857142854","55.608108108108105","62.056603773584904","100575","347","11","1","7","3"
"2","2","10","60","2","74","46.44444444444444","59.66216216216216","68.25531914893617","80497","258","10","0","7","3"
"3","2","10","150","2","74","46.44444444444444","59.66216216216216","68.25531914893617","80497","262","10","0","7","3"
"1","2","10","12","2","69","41.857142857142854","56.32432432432432","63.056603773584904","100584","347","11","1","7","3"
"2","2","10","60","2","75","46.44444444444444","60.2972972972973","69.25531914893617","80504","258","10","0","7","3"
"3","2","10","150","2","75","46.44444444444444","60.2972972972973","69.25531914893617","80504","262","10","0","7","3"
"1","2","10","12","2","70","44","57.04054054054054","64.3","100593","377","11","1","7","3"
"2","2","10","60","2","76","47.464285714285715","60.932432432432435","70.1304347826087","80511","258","10","0","7","3"
"3","2","10","150","2","76","47.464285714285715","60.932432432432435","70.1304347826087","80511","262","10","0","7","3"
"1","2","10","12","2","71","45.42307692307692","57.71621621621622","65.375","100602","377","11","1","7","3"
"2","2","10","60","2","77","47.464285714285715","61.554054054054056","71.1304347826087","80518","258","10","0","7","3"
"3","2","10","150","2","77","47.464285714285715","61.554054054054056","71.1304347826087","80518","262","10","0","7","3"
"1","2","10","12","2","72","45.42307692307692","58.36486486486486","66.375","100611","377","11","1","7","3"
"2","2","10","60","2","78","47.464285714285715","62.17567567567568","72.1304347826087","80525","258","10","0","7","3"
"3","2","10","150","2","78","47.464285714285715","62.17567567567568","72.1304347826087","80525","262","10","0","7","3"
"1","2","10","12","2","73","45.42307692307692","59.013513513513516","67.375","100620","383","11","1","7","3"
"2","2","10","60","2","79","47.464285714285715","62.7972972972973","73.1304347826087","80532","258","10","0","7","3"
"3","2","10","150","2","79","47.464285714285715","62.7972972972973","73.1304347826087","80532","262","10","0","7","3"
"1","2","10","12","2","74","46.44444444444444","59.66216216216216","68.25531914893617","100629","385","11","1","7","3"
"2","2","10","60","2","80","47.464285714285715","63.41891891891892","74.1304347826087","80539","273","10","0","7","3"
