"[all run data]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
,"49.8777826118483","48.646127861879144","41.90774487471526","846588","205824","61","22","19","20","39.489723221600826","38.8611284874265","35.33521415747627","839928","118593","69","48","16","5","39.37371494071713","39.0948642562242","38.1750924784217","892509","111910","73","54","14","5","40.9642551369863","40.517796822219445","38.34137055837564","963806","99926","83","63","15","5","40.098372333226486","39.321969223070184","34.725288831835684","1022046","90072","91","67","19","5"
,"49.86847160305897","48.78343550606781","42.95001141291942","846656.5","205885","61","22","19","20","39.478135767823524","38.98307894407607","36.33577597487569","840019","118593","69","48","16","5","39.38829407566024","39.221693982234456","39.040485829959515","892605.5","111913","73","54","14","5","40.96009097693592","40.641029650944574","39.29872162796765","963912.5","99926","83","63","15","5","40.09818168929217","39.44379457024897","35.532322426177174","1022161","90072","91","67","19","5"
,"49.83310484161917","48.92046165394721","43.97390691114246","846725","207439","61","23","19","19","39.4643237486688","39.10258976604529","37.422409258285114","840110","119363","69","48","16","5","39.35366287339971","39.34530213937195","40.284267912772584","892702","112745","73","54","14","5","40.93457346728673","40.76091580132616","40.47462529581909","964019","101186","83","63","15","5","40.084779918684816","39.561366195420995","36.545972335231895","1022276","91027","91","67","19","5"
,"49.82060876448154","49.053515576129115","44.95045476304452","846795","208260","61","23","19","19","39.44568097509274","39.221506318028275","38.49113716934824","840201","120684","69","48","16","5","39.330562433675276","39.46578255973977","41.49837925445705","892798.5","114035","73","54","14","5","40.91376439326838","40.879863630676844","41.624499599679744","964125.5","101606","83","63","15","5","40.0795298104416","39.67668585011885","37.54405709580016","1022391","91575","91","67","19","5"
,"49.794790024365774","49.184192418366074","45.99114173228347","846865","208266","61","24","19","18","39.44583186774534","39.3362004253722","39.45623941276115","840292","120693","69","48","16","5","39.33886163943682","39.581571374953086","42.4748142031379","892895","114037","73","54","14","5","40.8977240599378","40.99705992743651","42.76169749727965","964232","101609","83","63","15","5","40.089786440558704","39.79062930063806","38.39475908706678","1022506","91584","91","67","19","5"
,"49.775308994784595","49.3113036406856","47.04600301659125","846935","208301","61","24","19","18","39.443905183934724","39.44698486175403","40.47173544375353","840383","120724","69","48","16","5","39.35474349964863","39.69520205179532","43.454157175398635","892991.5","114075","73","54","14","5","40.87713058177208","41.1120355310897","43.977348993288594","964338.5","101642","83","63","15","5","40.073561365388656","39.90163267859377","39.474694589877835","1022621","91625","91","67","19","5"
,"49.72648356339832","49.43572500938321","48.32065217391305","847008","208442","61","24","19","18","39.52838641932097","39.55764418866508","40.80335097001764","840474","120735","69","48","16","5","39.40695153507238","39.80504816714625","44.179312388855955","893088","114086","73","54","14","5","40.86999648258882","41.223883397973225","45.064370412196496","964445","101659","83","63","15","5","40.08127837932239","40.00916426873514","40.39138240574506","1022736","91636","91","67","19","5"
,"49.72271857051691","49.55658075816339","49.312267657992564","847081","208455","61","26","19","16","39.545083397306165","39.664049793569376","41.692818346409176","840565","120737","69","48","16","5","39.40621291448517","39.910578005755035","45.26038531005418","913186.5","114242","74","54","14","5","40.86750666853854","41.33466783435506","46.15948275862069","964551.5","101665","83","63","15","5","40.080594515386224","40.11369323157763","41.40030211480362","1022851","91642","91","67","19","5"
,"49.67619955513187","49.674371324909295","50.66018087147164","847151","208578","61","26","19","16","39.56532943306867","39.767702990116355","42.55251842751843","840656","120743","69","48","16","5","39.41129565792681","40.01448142124359","46.33968644328312","913285","114320","74","54","15","5","40.85540228275331","41.4435130739397","47.36950146627566","964658","101665","83","63","15","5","40.06160807518273","40.21722131865382","42.59623689080814","1022966","91653","91","67","19","5"
,"49.652187698161065","49.788502439634684","51.8675404350251","847218","208822","61","24","19","18","39.537769284225156","39.86954209933692","43.8609022556391","840747","120744","69","48","16","5","39.39215890544154","40.11622669836107","47.68346456692913","913383.5","114320","74","54","15","5","40.84205192717615","41.55016889778556","48.59016393442623","964764.5","101665","83","63","15","5","40.02926270480422","40.31862254472664","43.95322376738306","1023081","91657","91","67","19","5"
,"49.63467688090804","49.90066308019517","53.054054054054056","847282","208943","61","22","19","20","39.524112071659204","39.9693794570249","45.01640896181761","860840","120889","70","48","16","5","39.38315942732346","40.2155323407982","48.8992","913482","114320","74","54","15","5","40.804580524084244","41.655104466408105","50.30769230769231","964871","101665","83","63","15","5","40.02854276224744","40.4175841361191","45.08279009126467","1023196","91657","91","67","19","5"
,"49.61941421422823","50.010603027649196","54.30338733431517","867346.5","209147","62","20","19","22","39.48210701183637","40.06849743525585","46.57309941520468","860933","120973","70","48","17","5","39.394254067151266","40.31327411485049","49.9279688513952","913580.5","114323","74","54","15","5","40.790695253955036","41.755129488302266","51.58576874205845","964977.5","101665","83","63","15","5","40.015222118670394","40.51354310021269","46.32422525824725","1023311","91659","91","67","19","5"
,"49.57894369636503","50.11678969097961","55.780399274047184","867402","211015","62","19","20","23","39.46287034801504","40.1647691730264","47.99597180261833","861026","122716","70","48","17","5","39.388898495590524","40.40967096209183","51.064769381746814","913679","115246","74","54","15","5","40.79819089207736","41.853590641811586","52.62026940346376","965084","103421","83","63","15","5","40.012332495091115","40.60740648067058","47.477064220183486","1023426","92261","91","67","19","5"
,"49.52103087770484","48.094653287404526","40.15542011319112","867459","212214","62","13","20","29","39.44814878594799","38.55405122060806","33.58620689655172","861119","123188","70","48","17","5","39.3759906277996","38.79092406769507","35.899151959660784","913777.5","116450","74","54","15","5","40.76888014088884","40.17555788527782","37.29349299593312","965190.5","103524","83","63","15","5","39.98962234974743","38.97687584244421","33.09733893557423","1023541","93241","91","67","19","5"
,"49.5099795202888","48.23225999700464","41.18815559440559","867513","212348","62","14","20","28","39.4559383033419","38.68434925864909","34.33729216152019","861212","123199","70","48","17","5","39.3779800755754","38.921611502171636","36.8140350877193","913876","116454","74","54","15","5","40.77450372208437","40.30813239478808","38.210803387502864","965297","103529","83","63","15","5","39.98984283851486","39.10519694473566","34.029224605232145","1023656","93261","91","67","19","5"
,"49.499480105365315","48.36932754230942","42.17604235605559","867573","212870","62","12","20","30","39.44088669950739","38.81045379661525","35.372983385504455","881307","123370","71","48","17","5","39.35418236623964","39.049663022315414","37.92841803865426","913974.5","116497","74","54","15","5","40.75527455157721","40.43899955069642","39.28998365631567","965403.5","103574","83","63","15","5","39.977220645073025","39.23228995057661","34.98167791706847","1023771","93294","91","67","19","5"
,"49.43911286143642","48.50510708401977","43.413023884632715","867631.5","212951","62","16","20","26","39.41058450199611","38.93485098097948","36.51593918587543","881402","123469","71","48","18","5","39.38692423003543","39.175198442414256","38.634267294817754","914073","116499","74","54","15","5","40.721671412398365","40.567290699415906","40.50495750708215","965510","103574","83","63","15","5","39.962591736885024","39.356537367081025","35.84416898558057","1023886","93298","91","67","19","5"
,"49.40409048651999","48.63804103639359","44.51404882542607","867690","212958","62","15","20","27","39.41944359523082","39.057001647446455","37.35301571211353","901499","123619","72","48","18","5","39.37448965704954","39.29600119814288","39.71825694966191","914171.5","116499","74","54","15","5","40.706190329534955","40.69417403025311","41.609802979336855","965616.5","103574","83","63","15","5","39.959247435984516","39.47494383705257","36.854531607006855","1024001","93302","91","67","19","5"
,"49.46519420131291","48.768099445858915","44.839738941261785","867750","213047","62","15","20","27","39.402999253579424","39.175198442414256","38.45845052416262","901596","123713","72","48","19","5","39.38704533116178","39.41560581099296","40.63071811909021","914270","116509","74","54","15","5","40.679573990268466","40.818840796765016","42.843093093093096","965723","103591","83","63","15","5","39.93663379756701","39.59293095701663","37.97470314919979","1024116","93310","91","67","19","5"
,"49.44438373006386","48.89201737307174","45.95102339181287","867810","213057","62","16","20","26","39.38388449313586","39.29234686236334","39.58199947520336","901693","123721","72","48","19","5","39.38453988560598","39.53281413808597","41.67430953621678","934370.5","116670","75","54","15","5","40.680372565622356","40.93853527033099","43.91321243523316","965829.5","103596","83","63","15","5","39.93019014488838","39.708971094803054","38.974311440677965","1024231","93324","91","67","19","5"
,"49.43354592271751","49.01494683240976","46.994832677165356","867870","213063","62","16","20","26","39.426467118346984","39.40649992511607","40.247175901022054","901790","123725","72","48","19","5","39.36744264507423","39.647775947281716","42.86648865153538","934471","116746","75","54","16","5","40.679059872353356","41.05415605810993","44.99893955461294","965936","103605","83","63","15","5","39.91884816753927","39.82207578253707","40.01866815268877","1024346","93332","91","67","19","5"
,"49.39953692669141","49.13667814886925","48.214392430278885","867931.5","213144","62","16","20","26","39.425562646960024","39.517867305676205","41.27800829875519","901887","123734","72","48","19","5","39.3345334634409","39.75995207428486","44.208674304418984","934571.5","116759","75","54","16","5","40.62409078663793","41.16714093155609","46.538628354567635","966042.5","103618","83","63","15","5","39.901391450125736","39.92957915231391","41.16573033707865","1024461","93340","91","67","19","5"
,"49.38331408383722","49.2569716938745","49.31466936914112","867993","214076","62","17","20","25","39.420012063534614","39.6261494683241","42.362404741744285","901984","124373","72","48","19","5","39.32934312443416","39.86976186910289","45.394441325098256","954674","118859","76","54","16","5","40.60862840041696","41.27763965852928","47.734503565551286","966149","104345","83","63","15","5","39.86840432294978","40.03621386850382","42.469982847341335","1024576","94708","91","67","19","5"
,"49.41836665537106","49.37519844241426","50.046451612903226","868054.5","215466","62","17","20","25","39.408303345328534","39.732274973790624","43.61488289356656","902081","125455","72","48","19","5","39.3026614952521","39.976456492436725","46.772217428817946","954776.5","118982","76","54","17","5","40.6072949143451","41.38685038190804","48.926040494938135","966255.5","105225","83","63","15","5","39.85669459558701","40.14099146323199","43.625437572928824","1024691","94796","91","67","19","5"
,"49.38863935699571","49.491268533772654","51.29650238473768","868117.5","215531","62","17","20","25","39.38250948040716","39.83330837202336","44.91152572976226","902178","125455","72","48","19","5","39.29546892166328","40.08060506215366","48.12455197132616","974881","119153","77","54","17","5","40.58136114453804","41.49336528381009","50.358316517728454","966362","105230","83","63","15","5","39.88813187543621","40.24367230792272","44.48938106796116","1024806","94813","91","67","19","5"
,"49.36003909804847","49.604313314362734","52.554628632938645","868182","215618","62","18","20","24","39.37663157195523","39.93284409165793","46.044871794871796","902275","125486","72","48","19","5","39.32083181078298","40.18088962108732","49.06946983546618","974985.5","119273","77","54","18","5","40.57927053091734","41.59727422495133","51.522527794031596","966468.5","105269","83","63","15","5","39.85580394104984","40.342399281114275","45.94827586206897","1024921","94841","91","67","19","5"
,"49.32995522036295","49.715620787778946","53.824918566775246","868248","215709","62","19","20","23","39.37972252574418","40.03097199341021","47.20822864321608","902372","125492","72","48","19","5","39.297925228688854","40.27919724427138","50.49393090569561","995092","119451","78","54","18","5","40.5610551175864","41.69965553392242","53.003612281757974","966575","105285","83","63","15","5","39.84902414819715","40.437951175677696","47.08082408874802","1025036","94864","91","67","19","5"
,"49.31836213272373","49.82596974689232","54.975267930750206","868315.5","215786","62","20","20","22","39.3637923071848","40.12634416654186","48.65353305112341","902470","125567","72","48","19","5","39.286232840549104","40.375438070989965","52.08860759493671","995198.5","119537","78","54","19","5","40.51721164687935","41.79916129998502","54.76323119777159","966681.5","105289","83","63","15","5","39.84775360644373","40.532454695222405","48.24062095730918","1025151","94870","91","67","19","5"
,"49.28515349773528","47.72354860872552","39.64540667056758","868383","215798","62","21","20","21","39.357953984398144","38.43722088629337","33.290705339485825","902568","125567","72","49","19","4","39.315251003355485","38.675569678231994","35.386854874283195","995306","119621","78","54","19","5","40.49920818211811","40.040535898316726","38.03266983989615","966788","105289","83","63","15","5","39.83120221460585","38.8259475552502","33.17741935483871","1025266","94870","91","67","19","5"
,"49.26064701749691","47.87031947784266","40.626264630033724","868450.5","215816","62","21","20","21","39.3323380799265","38.567502576434215","34.33385720700494","902666","125573","72","49","19","4","39.48525040018294","38.80536470857666","34.988891460310114","995413.5","119636","78","55","19","4","40.472591471439856","40.172850108782775","39.16629955947136","966894.5","105289","83","63","15","5","39.85077958312818","38.9572884461239","33.86366689053056","1025381","94880","91","67","19","5"
,"49.22749257813803","48.0146284209321","41.673531193216235","888520","215950","63","21","20","21","39.34563055991627","38.695007443032175","35.12809917355372","902764","125573","72","49","19","4","39.48599960838065","38.929062177945724","35.95104895104895","995521","119639","78","55","19","4","40.48793460061066","40.30281690140845","40.04225352112676","967001","105289","83","63","15","5","39.82859009965692","39.0851654643307","34.82690085509591","1025496","94888","91","67","19","5"
,"49.21256746851469","48.15641818390015","42.71085807238715","888591","216105","63","21","21","21","39.336588073933775","38.81970685904042","36.14733178654292","902862","125584","72","49","19","4","39.469214229867084","39.05187220886293","37.02762039660057","995628.5","119660","78","55","19","4","40.46401644962303","40.43086568189626","41.194269741439555","967107.5","105304","83","63","15","5","39.8016693293339","39.20903469598076","35.94320582022999","1025611","94892","91","67","19","5"
,"49.170065767621075","48.29720600022902","43.852051388313306","908664","217559","64","22","21","20","39.32838353839627","38.94308943089431","37.19179678396644","902960","126770","72","49","19","4","39.443201404923734","39.17313637925112","38.18790341859909","995736","121508","78","55","19","4","40.65939842305072","40.553761593953965","40.76221735959154","967214","105982","83","63","15","5","39.79083924734683","39.33101454253979","36.97911722828666","1025726","96049","91","67","19","5"
,"49.24834918119387","48.43536012824917","44.133074935400515","908737","218776","64","22","22","20","39.31383463541667","39.06592808885836","38.25783475783476","903058","127782","72","49","19","4","39.44029270819842","39.2928833161571","39.168231225296445","995843.5","121687","78","55","19","4","40.70436077568066","40.671504637581585","41.420479841701706","967320.5","106991","83","63","15","5","39.766382413021624","39.45164891789763","38.07895380102664","1025841","96385","91","67","19","5"
,"49.20645267489712","48.56830413374556","45.314680710994075","908811.5","218848","64","22","22","20","39.307642424045916","39.186505210122526","39.27328281593742","903156","127782","72","49","19","4","39.42744794688326","39.40876560174053","40.26036866359447","995951","121688","78","55","19","4","40.66779584462511","40.787243787930834","42.72789634146341","967427","106993","83","63","15","5","39.7658446721179","39.568762166494906","39.04084189426209","1025956","96385","91","67","19","5"
,"49.17006735666174","48.69875758616741","46.50900600400267","908887.5","218943","64","23","22","19","39.28873011767749","39.3036184587198","40.41875","903254","127818","72","49","19","4","39.42238801170531","39.520582846673534","41.31681877444589","996058.5","121713","78","55","19","4","40.64774774774775","40.899919844268865","43.93457943925234","967533.5","107022","83","63","15","5","39.76315279839907","39.683012710408796","40.05443037974683","1026071","96420","91","67","19","5"
,"49.13509260776922","48.82749341577923","47.70792861983284","908965","219017","64","24","22","18","39.27617450746461","39.41812664605519","41.541464659351874","903352","127839","72","49","19","4","39.40988446726573","39.63036757128135","42.45174973488865","996166","121756","78","55","19","4","40.64159491067986","41.01019122867285","45.02284663865546","967640","107034","83","63","15","5","39.741330502477","39.796089545402495","41.238689547581906","1026186","96441","91","67","19","5"
,"49.1069723330499","48.95422535211268","48.88148828663298","909042.5","219023","64","25","22","17","39.28277346008093","39.53031604259704","42.561939905113334","903450","127847","72","49","19","4","39.395959401914645","39.73834879193863","43.62935928629359","996273.5","121766","78","55","19","4","40.62890325057589","41.11920302301615","46.28808487486398","967746.5","107040","83","63","15","5","39.734426124334384","39.906189167525476","42.33102714209686","1026301","96453","91","67","19","5"
,"49.0639934800326","49.07886751402725","50.18604651162791","909120","219037","64","25","22","17","39.269926666026194","39.638927058284665","43.74898785425101","903548","127850","72","49","19","4","39.37700057386979","39.84424023817703","44.95401009534493","996381","121779","78","55","19","4","40.61631429573647","41.22443604717737","47.5617128463476","967853","107046","83","63","15","5","39.75989007477472","40.01376960952708","43.197636063771306","1026416","96459","91","67","19","5"
,"49.03634590377113","49.20073285239895","51.41275167785235","909199","219110","64","25","22","17","39.25852010074282","39.74499026680407","45.02524544179523","903646","127851","72","49","19","4","39.36744896984364","39.946324287186535","46.097478039104566","996488.5","121782","78","55","19","4","40.59540866685771","41.32672048551471","48.84255319148936","967959.5","107053","83","63","15","5","39.76141614352634","40.117914805908626","44.26837510560406","1026531","96471","91","67","19","5"
,"49.00892451483092","49.320164891789766","52.649101505585236","909278","219112","64","26","22","16","39.2561115355233","39.84704568876675","46.127133105802045","903744","127853","72","49","19","4","39.3559818048796","40.047349135463186","47.26609442060086","996596","121787","78","55","19","4","40.59653977037814","41.427630825604034","49.91745485812554","968066","107060","83","63","15","5","39.766549306943254","40.21956944921562","45.414096916299556","1026646","96471","91","67","19","5"
,"48.9820989252881","49.438051070651554","53.92450495049505","909357","219128","64","26","22","16","39.23168058952451","39.947698385434556","47.48361844012757","903842","127857","72","49","19","4","39.36273732923389","40.14740066414749","48.46497191841561","996703.5","121805","78","55","19","4","40.57218538844653","41.52751059200733","51.36139630390144","968172.5","107073","83","63","15","5","39.77801696846904","40.31704454368487","46.40879186602871","1026761","96491","91","67","19","5"
,"48.9648612860511","49.5537043398603","55.147392290249435","909436","221345","64","26","22","16","39.215432352848055","40.0464330699645","48.88324873096447","903941","129933","72","49","19","4","39.36438824983363","40.244245963586394","49.471111111111114","996811","123289","78","55","19","4","40.576152431678395","41.625100194663915","52.38495575221239","968279","108315","83","63","15","5","39.76601530386391","40.41277338829726","47.599818511796734","1026876","97300","91","67","19","5"
,"48.9299094045201","48.35100186717944","45.66091245376079","909516.5","221731","64","26","22","16","39.208951447097895","39.07842153666081","39.111527647610124","904040","130117","72","50","19","3","39.37223994693117","39.271716411671264","39.518693800283955","996918.5","123933","78","55","19","4","40.54589112508294","40.61639216342","42.14366729678639","968385.5","108913","83","63","15","5","39.757440898904775","39.43385447147674","37.99285714285714","1026991","98128","91","67","19","5"
,"48.903155253932006","48.486609257865844","46.78401502504174","909597","221760","64","27","22","15","39.20362718814067","39.19736365409804","40.14983245572044","904139","130130","72","50","19","3","39.36208527816324","39.38948805841206","40.59760479041916","997026","123950","78","55","19","4","40.55176644540221","40.73433102026029","43.151123046875","968492","108927","83","63","15","5","39.77445549540476","39.55090154111975","38.82315738263196","1027106","98140","91","67","19","5"
,"48.87854004297765","48.62015439065853","47.90752551020408","909679","221864","64","27","22","15","39.182824439483035","39.31379762004292","41.33414992650661","904238","130156","72","50","19","3","39.36084254143646","39.505838419307196","41.65284330767321","997133.5","123978","78","55","19","4","40.54532600157109","40.84847978151214","44.22597338590439","968598.5","108968","83","63","15","5","39.773047194118014","39.665468327620324","39.82154301207789","1027221","98180","91","67","19","5"
,"48.8396768631458","48.751247108658696","49.144578313253014","909761","221868","64","28","22","14","39.18042286609241","39.42755622439596","42.420919656392115","904337","130173","72","50","19","3","39.33361481203478","39.618064264414905","42.944742900997696","997241","123992","78","55","19","4","40.53585663622383","40.96156954546721","45.33582089552239","968705","108974","83","63","15","5","39.768712387161486","39.77853022322548","40.85725056546871","1027336","98200","91","67","19","5"
,"48.8333280229409","48.878466126020676","50.19341929746554","909843","221881","64","28","22","14","39.17621695932013","39.53785915335953","43.523342790817644","904436","130180","72","50","19","3","39.3229147170753","39.727001644232644","44.11372549019608","997348.5","123992","78","55","19","4","40.50991704609243","41.07360031212552","46.80901231333508","968811.5","108978","83","63","15","5","39.7549056367954","39.889418387537276","41.99922660479505","1027451","98204","91","67","19","5"
,"48.95257379694372","49.00381796393835","50.38260056127222","909926.5","221957","64","28","22","14","39.18019703204888","39.64590474597999","44.56973995271868","904535","130185","72","50","19","3","39.3215675288698","39.833598082657524","45.21325878594249","997456","123995","78","55","19","4","40.556311554354245","41.17997380375108","47.611201298701296","968918","108979","83","63","15","5","39.755923875862926","39.99751971685757","43.08322147651007","1027566","98207","91","67","19","5"
,"48.94592803030303","49.1229830281749","51.45753033547466","910010","221968","64","29","22","13","39.23460274142529","39.751999554106405","45.33929062414077","904634","130185","72","50","19","3","39.31500991571641","39.93827160493827","46.508446413735804","997563.5","123995","78","55","19","4","40.54705918848492","41.28297522503693","48.7877707704963","969024.5","108988","83","63","15","5","39.75891861761427","40.101329320290944","44.18045112781955","1027681","98209","91","67","19","5"
,"48.99783005220454","49.24011370286765","52.126070991432066","910093.5","221982","64","29","22","13","39.22218090545691","39.85335674274726","46.49252491694352","904733","130185","72","50","19","3","39.29466134965532","40.03890421648134","47.85144312393888","997671","124006","78","55","19","4","40.514462299134735","41.384611097176936","50.37723531081465","969131","108999","83","63","15","5","39.737979137090306","40.20140456483571","45.51508187302499","1027796","98213","91","67","19","5"
,"48.98557948525032","49.353955912270436","53.30346385542169","910177","221991","64","29","22","13","39.193657073969895","39.954017222640246","47.91845979614949","904832","130185","72","50","19","3","39.27255894334033","40.13739096508096","49.19258407588387","997778.5","124010","78","55","19","4","40.51920350163368","41.482791293927484","51.567567567567565","969237.5","108999","83","63","15","5","39.73647399556322","40.29841429088984","46.62036766851474","1027911","98221","91","67","19","5"
,"48.94223443452195","49.4649834183318","54.80554835364273","910262","223575","64","29","22","13","39.21212121212121","40.05244823454003","49.13854351687389","904931","131987","72","50","19","3","39.27857274458024","40.23434495443525","50.61802833886042","997886","125188","78","55","19","4","40.5007542871217","41.57868628598501","52.870370370370374","969344","110239","83","63","15","5","39.728996373916786","40.393919126048544","47.87039808440586","1028026","99712","91","67","19","5"
,"48.90619942736213","49.57247164395396","56.279925353239136","910347","224255","64","30","22","12","39.25669875528849","40.146587520552906","50.036753445635526","905030","132112","72","50","19","3","39.303068348848605","40.32678427110331","51.68639603346762","997993.5","125758","78","55","19","4","40.51755355060455","41.67349441239584","54.098271155595995","969450.5","110600","83","63","15","5","39.70776311752071","40.487027283114564","49.19921044640146","1028141","99714","91","67","19","5"
,"48.888069185704104","49.677005824485136","57.704030922142465","910426","224508","64","30","22","12","39.263682504739194","40.237577683025386","51.26345609065156","905129","132113","72","50","19","3","39.29769007189842","40.41671543627902","52.853658536585364","998101","125758","78","55","19","4","40.52339916584887","41.7653763620656","55.131297709923665","969557","110603","83","63","15","5","39.70646248085758","40.57879775938466","50.38849365914012","1028256","99722","91","67","19","5"
,"48.86866003583122","49.77794498787727","59.16699914505557","910503.5","224741","64","26","22","16","39.24119943871637","40.32611543070535","52.79522734601741","905228","132149","72","50","19","3","39.28138040266821","40.505838419307196","54.677588466579294","998208.5","125789","78","55","19","4","40.52472586212163","41.85664520803723","56.72614503816794","969663.5","110629","83","63","15","5","39.766970525676086","40.66889613465987","51.65287588294652","1028371","99752","91","67","19","5"
,"48.88019056400799","49.87573502772901","60.55017921146953","910575","225139","64","25","22","17","39.251834485278444","40.41253518379177","53.952302631578945","905327","132162","72","50","19","3","39.294659914485855","40.590892623247775","56.30041293874742","998316","125804","78","55","19","4","40.50044208664898","41.94426330017","58.29961089494164","969770","110639","83","63","15","5","39.74432865126114","40.75174873895717","53.75701943844492","1028486","99764","91","67","19","5"
,"48.85598109617627","49.969038263244435","61.96997270245678","910643.5","225396","64","21","22","21","39.24761528646941","40.49725496753337","55.37099494097808","905426","132168","72","50","19","3","39.29244140270123","40.67187804810077","57.59349877665152","998423.5","125805","78","55","19","4","40.50651327002679","42.03020929130786","59.56888007928642","969876.5","110639","83","63","15","5","39.76882028400012","40.82916701502104","54.78813559322034","1028601","99773","91","67","19","5"
,"48.85238926133407","48.994545057822386","51.156367275456596","910701.5","225852","64","19","22","23","39.26999818610557","39.71547021601571","44.82459564974902","905525","132183","72","50","19","3","39.29194722062864","39.88353698450796","46.41043723554302","998531","125829","78","55","19","4","40.494878575119294","41.21746126991054","48.53521126760563","969983","110644","83","63","15","5","39.74545618409589","40.03346607025966","43.87237192774652","1028716","99789","91","67","19","5"
,"48.84005983636585","49.10356207724198","52.312180143295805","910756.5","225978","64","12","22","30","39.268069561016844","39.81327732926031","45.91163184641446","905624","132185","72","50","19","3","39.34043065078792","39.98022583460615","47.21541617819461","998638.5","125848","78","55","19","4","40.48893409028811","41.320096006982325","49.66979865771812","970089.5","110648","83","63","15","5","39.74947589098532","40.12557276892865","44.96120952962737","1028831","99791","91","67","19","5"
,"48.8315028372689","49.210151647392536","53.404014410705095","910810","226054","64","10","22","32","39.265395275970114","39.909884355225834","47.071140552995395","905723","132198","72","50","19","3","39.37395424150649","40.07328714815623","48.10859728506787","998746","125863","78","55","19","4","40.47618759088706","41.42169430504037","50.95815098468271","970196","110664","83","63","15","5","39.766653716266696","40.21487017237617","45.89728379644084","1028946","99807","91","67","19","5"
,"48.825276769648355","49.31614117390356","54.46967741935484","910865","226144","64","9","22","33","39.28442817273355","40.0045821514292","48.18736905118228","905822","132216","72","50","19","3","39.36934560388501","40.16370281475017","49.18154311649017","998853.5","125870","78","55","19","4","40.5063829787234","41.52141064804713","52.051856049872484","970302.5","110667","83","63","15","5","39.75776749738845","40.30223107135065","47.07692307692308","1029061","99814","91","67","19","5"
,"48.80488102129734","49.42183067859481","55.69086651053864","910920","228129","64","10","22","32","39.27842491390927","40.09570696050622","49.444784337717955","905921","133938","72","50","19","3","39.35778116500792","40.25384573423522","50.60842433697348","998961","127270","78","55","19","4","40.49861445783132","41.61766310277111","53.34295612009238","970409","111272","83","63","15","5","39.76737808513175","40.38839188304604","48.07445442875481","1029176","100635","91","67","19","5"
,"49.03857837181045","49.52664739253764","54.81810897435897","910975","228572","64","10","22","32","39.260872166058505","40.184867990399304","50.749226006191954","906020","134142","72","50","19","3","39.36337339337369","40.34126118263146","51.81443628233791","999068.5","127726","78","55","19","4","40.50395429258758","41.71214270128737","54.49809328248753","970515.5","112272","83","63","15","5","39.756917407198266","40.47337988217325","49.463705667882","1029291","101307","91","67","19","5"
,"49.02300525053871","49.628763910102556","56.00134589502019","911030","228699","64","10","22","32","39.25915745443681","40.27296530656775","51.89668127739512","906119","134145","72","50","19","3","39.35325827972361","40.42665830242199","53.09779792746114","999176","127728","78","55","19","4","40.5079778476276","41.80512219070478","56.10095121202823","970622","112272","83","63","15","5","39.76279883727828","40.55566768492254","50.616949152542375","1029406","101310","91","67","19","5"
,"49.00333454589548","49.73008946105171","57.2519042437432","911098.5","229299","64","10","22","32","39.277018596637156","40.36008073314423","53.50466355762825","906218","134176","72","50","19","3","39.357878138759965","40.51088260964434","54.20904325032765","999283.5","127756","78","55","19","4","40.52784655311279","41.89401047348898","57.47468958930277","970728.5","112304","83","63","15","5","39.77249224405377","40.63612808204233","52.00496630010642","1029521","101341","91","67","19","5"
,"48.99575860397479","49.83035129827624","58.36542669584245","911169.5","229573","64","19","22","23","39.3159811672737","40.4419594152302","54.5858969927411","906317","134203","72","50","19","3","39.3627887641784","40.594125027274714","55.48191560616209","999391","127776","78","55","19","4","40.50889107318381","41.97968034038839","58.954707214493695","970835","112308","83","63","15","5","39.80175407616693","40.71301549203579","53.24050632911393","1029636","101346","91","67","19","5"
,"48.97251253549206","49.930067641283","59.839797639123105","911238.5","229663","64","22","21","21","39.30688768726177","40.52086515382937","56.08472172988302","906416","134215","72","50","19","3","39.364051473640515","40.67556731398647","56.73076923076923","999498.5","127800","78","55","19","4","40.51417786232315","42.0639864717434","60.329470198675494","970941.5","112314","83","63","15","5","39.78104248692484","40.786275365481124","54.79467680608365","1029751","101354","91","67","19","5"
,"48.969798556370996","50.02711106262274","60.880382775119614","911307.5","229675","64","22","20","22","39.30732455881485","40.5978071132446","57.33909287257019","906515","134221","72","50","19","3","39.342503031916465","40.75570041457561","58.47812390619531","999606","127827","78","55","19","4","40.532941943900845","42.146356098625354","61.66712049012934","971048","112327","83","63","15","5","39.79121104629005","40.85800785511674","56.111633372502936","1029866","101375","91","67","19","5"
